#Identifiant_A;Identifiant_R;Libellé_du_site;Adresse;Complément_adresse;Lieu_dit;Code_postal;Localité;Code_INSEE;Pays;Libellé_du_type_d_automate;Nb_automtate_par_type;Type_de_distributeur_DAB;geoloc
14237A;755170;PARIS 17 WAGRAM;108 AVENUE DE WAGRAM;;;75017;PARIS;75117;FRANCE;URNE;1;;48.883335,2.302232
06297A;342080;LUNEL SARRAIL BP;9 AVENUE DU GENERAL SARRAIL;;;34400;LUNEL;34145;FRANCE;DAB;2;Externe;43.677467,4.135665
14238A;755180;PARIS 18 MONTMARTRE;19 RUE DUC;;;75018;PARIS;75118;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.892331,2.341885
06297A;342080;LUNEL SARRAIL BP;9 AVENUE DU GENERAL SARRAIL;;;34400;LUNEL;34145;FRANCE;URNE;1;;43.677467,4.135665
14239A;755190;PARIS BUTTES CHAUMONT;2 RUE GOUBET;;;75019;PARIS;75119;FRANCE;CPT BILLET;1;;48.884322,2.390281
06301A;342130;POUSSAN BP;3 AVENUE DE BEDARIEUX;;;34560;POUSSAN;34213;FRANCE;NAB1I NABUCCO IER;1;;43.490222,3.669382
14239A;755190;PARIS BUTTES CHAUMONT;2 RUE GOUBET;;;75019;PARIS;75119;FRANCE;DAB;2;Externe;48.884322,2.390281
06301A;342130;POUSSAN BP;3 AVENUE DE BEDARIEUX;;;34560;POUSSAN;34213;FRANCE;URNE;1;;43.490222,3.669382
14239A;755190;PARIS BUTTES CHAUMONT;2 RUE GOUBET;;;75019;PARIS;75119;FRANCE;DAB;2;Interne;48.884322,2.390281
06304A;342170;PRADES LE LEZ BP;221 ROUTE DE MENDE;;;34730;PRADES LE LEZ;34217;FRANCE;DAB;1;Externe;43.699324,3.862284
14240A;755200;PARIS PYRENEES;250 RUE DES PYRENEES;;;75020;PARIS;75120;FRANCE;DAB;1;Externe;48.868659,2.395708
06304A;342170;PRADES LE LEZ BP;221 ROUTE DE MENDE;;;34730;PRADES LE LEZ;34217;FRANCE;NBC1I NABANCO IER;1;;43.699324,3.862284
14248A;756210;PARIS BASTILLE;12 RUE CASTEX;;;75004;PARIS;75104;FRANCE;LISA 2;2;;48.853239,2.366478
06319A;342370;ROUJAN BP;5342 AVENUE DE PEZENAS;ZONE COMMERCIALE CAP CAROUX;;34320;ROUJAN;34237;FRANCE;DAB;1;Externe;43.503419,3.313323
14249A;756220;PARIS TRINITE;78 RUE TAITBOUT;;;75009;PARIS;75109;FRANCE;DISTRIB PAP;1;;48.876907,2.335556
06320A;342390;SAINT ANDRE DE SANGONIS BP;4 RUE ERNEST GAUBERT;;;34725;ST ANDRE DE SANGONIS;34239;FRANCE;NBC1I NABANCO IER;1;;43.647952,3.504556
14250A;756230;PARIS VAUVENARGUES;204 RUE MARCADET;;;75018;PARIS;75118;FRANCE;CPT BILLET;1;;48.891776,2.334564
06320A;342390;SAINT ANDRE DE SANGONIS BP;4 RUE ERNEST GAUBERT;;;34725;ST ANDRE DE SANGONIS;34239;FRANCE;URNE;1;;43.647952,3.504556
14254A;756270;PARIS CHAMP DE MARS BP;37 AVENUE RAPP;;;75007;PARIS;75107;FRANCE;CPT BILLET;1;;48.858495,2.300693
06321A;342400;SAINT AUNES BP;AVENUE DES COSTIERES;RESIDENCE DU PARC;;34130;ST AUNES;34240;FRANCE;URNE;1;;43.639811,3.963503
14254A;756270;PARIS CHAMP DE MARS BP;37 AVENUE RAPP;;;75007;PARIS;75107;FRANCE;NBC1I NABANCO IER;1;;48.858495,2.300693
06326A;342450;SAINT CHINIAN BP;10 AVENUE CHARLES TRENET;;;34360;ST CHINIAN;34245;FRANCE;URNE;1;;43.420935,2.94607
14255A;756280;PARIS JUSSIEU;30 BIS RUE DU CARDINAL LEMOINE;;;75005;PARIS;75105;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.847677,2.352736
06342A;342700;SAINT JEAN DE VEDAS BP;1 RUE DE L ORTET;;;34430;ST JEAN DE VEDAS;34270;FRANCE;NBC1I NABANCO IER;1;;43.577229,3.828314
14255A;756280;PARIS JUSSIEU;30 BIS RUE DU CARDINAL LEMOINE;;;75005;PARIS;75105;FRANCE;NBC1I NABANCO IER;1;;48.847677,2.352736
06342A;342700;SAINT JEAN DE VEDAS BP;1 RUE DE L ORTET;;;34430;ST JEAN DE VEDAS;34270;FRANCE;URNE;1;;43.577229,3.828314
14256A;756290;PARIS CHATEAU ROUGE;39 BOULEVARD BARBES;;;75018;PARIS;75118;FRANCE;NBC1I NABANCO IER;1;;48.88789,2.349361
06344A;342730;MONTPELLIER PORT MARIANNE BP;45 PLACE ERNEST GRANIER;IMMEUBLE ETOILE RICHTER B 1;;34000;MONTPELLIER;34172;FRANCE;CPT BILLET;1;;43.602208,3.900449
14257A;756300;PARIS GARE DE LYON BP;25 BOULEVARD DIDEROT;;;75012;PARIS;75112;FRANCE;NBC1I NABANCO IER;1;;48.845941,2.374291
06344A;342730;MONTPELLIER PORT MARIANNE BP;45 PLACE ERNEST GRANIER;IMMEUBLE ETOILE RICHTER B 1;;34000;MONTPELLIER;34172;FRANCE;URNE;1;;43.602208,3.900449
14258A;756310;PARIS PALAIS BOURBON;126 RUE DE L UNIVERSITE;;;75007;PARIS;75107;FRANCE;CPT BILLET;1;;48.860825,2.318588
06345A;342740;SAINT MARTIN DE LONDRES BP;9 ROUTE DES CEVENNES;;;34380;ST MARTIN DE LONDRES;34274;FRANCE;URNE;1;;43.792221,3.733054
14262A;756350;PARIS DESNOUETTES BP;72 RUE DESNOUETTES;;;75015;PARIS;75115;FRANCE;CPT BILLET;2;;48.835562,2.285985
06349A;342810;SAINT PARGOIRE BP;RUE DE LA PAIX;;;34230;ST PARGOIRE;34281;FRANCE;DAB;1;Externe;43.529146,3.52109
14262A;756350;PARIS DESNOUETTES BP;72 RUE DESNOUETTES;;;75015;PARIS;75115;FRANCE;DAB;1;Externe;48.835562,2.285985
06357A;342980;SAUVIAN BP;3 RUE NEUVE;;;34410;SAUVIAN;34298;FRANCE;CPT BILLET;1;;43.294732,3.261614
14266A;756390;PARIS SAMBRE ET MEUSE;46 RUE DE SAMBRE ET MEUSE;;;75010;PARIS;75110;FRANCE;DAB;3;Interne;48.874312,2.373738
06358A;342990;SERIGNAN;146 AVENUE DE LA PLAGE;;;34410;SERIGNAN;34299;FRANCE;DAB;1;Externe;43.280237,3.280593
14266A;756390;PARIS SAMBRE ET MEUSE;46 RUE DE SAMBRE ET MEUSE;;;75010;PARIS;75110;FRANCE;LISA 2;2;;48.874312,2.373738
06358A;342990;SERIGNAN;146 AVENUE DE LA PLAGE;;;34410;SERIGNAN;34299;FRANCE;NBC1I NABANCO IER;1;;43.280237,3.280593
14267A;756400;PARIS MENILMONTANT;9 RUE ETIENNE DOLET;;;75020;PARIS;75120;FRANCE;SCA1M AUTOMATE CHEQUE MONEYLINE;1;;48.867678,2.383687
14270A;756430;PARIS LITTRE BP;22 RUE LITTRE;;;75006;PARIS;75106;FRANCE;DAB;2;Externe;48.844598,2.324344
14270A;756430;PARIS LITTRE BP;22 RUE LITTRE;;;75006;PARIS;75106;FRANCE;NBC1I NABANCO IER;1;;48.844598,2.324344
14271A;756440;PARIS RODIN BP;103 RUE DE GRENELLE;;;75007;PARIS;75107;FRANCE;LISA 2;2;;48.856966,2.319314
14272A;756450;PARIS COLISEE;14 RUE DU COLISEE;;;75008;PARIS;75108;FRANCE;NBC1I NABANCO IER;1;;48.870702,2.308367
14274A;756470;PARIS BOURSE;8 PLACE DE LA BOURSE;;;75002;PARIS;75102;FRANCE;CPT BILLET;1;;48.869691,2.341365
14274A;756470;PARIS BOURSE;8 PLACE DE LA BOURSE;;;75002;PARIS;75102;FRANCE;DAB;1;Interne;48.869691,2.341365
14274A;756470;PARIS BOURSE;8 PLACE DE LA BOURSE;;;75002;PARIS;75102;FRANCE;NAB1W NABUCCO WINCOR;1;;48.869691,2.341365
14276A;756490;PARIS PALAIS ROYAL BP;8 RUE MOLIERE;;;75001;PARIS;75101;FRANCE;DAB;1;Interne;48.864668,2.335489
14279A;756520;PARIS OBSERVATOIRE DAGUERRE;140 BOULEVARD DU MONTPARNASSE;;;75014;PARIS;75114;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.840784,2.332629
14279A;756520;PARIS OBSERVATOIRE DAGUERRE;140 BOULEVARD DU MONTPARNASSE;;;75014;PARIS;75114;FRANCE;DAB;1;Externe;48.840784,2.332629
14279A;756520;PARIS OBSERVATOIRE DAGUERRE;140 BOULEVARD DU MONTPARNASSE;;;75014;PARIS;75114;FRANCE;NBC1I NABANCO IER;2;;48.840784,2.332629
14280A;756530;PARIS AUTEUIL / LA FONTAINE;46 RUE POUSSIN;;;75016;PARIS;75116;FRANCE;LISA 2;2;;48.848612,2.261733
10700A;590360;AVESNES SUR HELPE;2 PLATEAU CHEMERAULT;;;59440;AVESNES SUR HELPE;59036;FRANCE;LISA 2;1;;50.122248,3.928287
10703A;590390;MARCQ EN BAROEUL CROISE BP;6 PLACE LISFRANC;;;59700;MARCQ EN BAROEUL;59378;FRANCE;CPT BILLET;1;;50.665398,3.102635
10703A;590390;MARCQ EN BAROEUL CROISE BP;6 PLACE LISFRANC;;;59700;MARCQ EN BAROEUL;59378;FRANCE;NBC1I NABANCO IER;1;;50.665398,3.102635
10706A;590430;BAILLEUL BP;2 RUE DE LILLE;;;59270;BAILLEUL;59043;FRANCE;DAB;1;Interne;50.739262,2.735682
10708A;590470;ROUBAIX TROIS PONTS BP;73 AVENUE DE VERDUN;;;59100;ROUBAIX;59512;FRANCE;DAB;1;Externe;50.685126,3.200735
10709A;590510;LA BASSEE BP;31 AVENUE JEAN BAPTISTE LEBAS;;;59480;LA BASSEE;59051;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;50.53038,2.804406
10709A;590510;LA BASSEE BP;31 AVENUE JEAN BAPTISTE LEBAS;;;59480;LA BASSEE;59051;FRANCE;DAB;1;Externe;50.53038,2.804406
10709A;590510;LA BASSEE BP;31 AVENUE JEAN BAPTISTE LEBAS;;;59480;LA BASSEE;59051;FRANCE;URNE;1;;50.53038,2.804406
10711A;590530;BAVAY BP;4 RUE DE GOMMERIES;;;59570;BAVAY;59053;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;50.298299,3.792167
10712A;590570;LILLE NATIONALE BP;13 RUE NATIONALE;;;59800;LILLE;59350;FRANCE;CPT BILLET;1;;50.636752,3.062213
10712A;590570;LILLE NATIONALE BP;13 RUE NATIONALE;;;59800;LILLE;59350;FRANCE;DAB;1;Interne;50.636752,3.062213
10712A;590570;LILLE NATIONALE BP;13 RUE NATIONALE;;;59800;LILLE;59350;FRANCE;LISA 2;1;;50.636752,3.062213
10718A;590670;BERGUES;1 RUE LEON CLAEYS;;;59380;BERGUES;59067;FRANCE;DAB;1;Interne;50.968692,2.433569
10718A;590670;BERGUES;1 RUE LEON CLAEYS;;;59380;BERGUES;59067;FRANCE;URNE;1;;50.968692,2.433569
10719A;590680;BERLAIMONT BP;6 BIS PLACE DU GENERAL DE GAULLE;;;59145;BERLAIMONT;59068;FRANCE;CPT BILLET;1;;50.201386,3.814775
10731A;590920;BOUCHAIN;80 PLACE DE L ESPLANADE;;;59111;BOUCHAIN;59092;FRANCE;CHANGEUR MONNAIE;1;;50.282553,3.320884
10732A;590940;BOURBOURG BP;20 PLACE DU GENERAL DE GAULLE;;;59630;BOURBOURG;59094;FRANCE;URNE;1;;50.946925,2.196061
10733A;590980;BOUSBECQUE BP;8 PLACE DU GENERAL DE GAULLE;;;59166;BOUSBECQUE;59098;FRANCE;CPT BILLET;1;;50.771945,3.080021
10736A;591070;BRAY DUNES BP;10 AVENUE DU GENERAL DE GAULLE;;;59123;BRAY DUNES;59107;FRANCE;CPT BILLET;1;;51.06994,2.516447
10741A;591220;CAMBRAI PRINCIPAL;1 PLACE SAINT SEPULCRE;;;59400;CAMBRAI;59122;FRANCE;LISA 2;2;;50.172531,3.232732
10741A;591220;CAMBRAI PRINCIPAL;1 PLACE SAINT SEPULCRE;;;59400;CAMBRAI;59122;FRANCE;URNE;1;;50.172531,3.232732
10749A;591360;LE CATEAU CAMBRESIS BP;15 RUE JEAN JAURES;;;59360;LE CATEAU CAMBRESIS;59136;FRANCE;CPT BILLET;1;;50.104127,3.543627
10749A;591360;LE CATEAU CAMBRESIS BP;15 RUE JEAN JAURES;;;59360;LE CATEAU CAMBRESIS;59136;FRANCE;DAB;1;Externe;50.104127,3.543627
10749A;591360;LE CATEAU CAMBRESIS BP;15 RUE JEAN JAURES;;;59360;LE CATEAU CAMBRESIS;59136;FRANCE;NBC1I NABANCO IER;1;;50.104127,3.543627
10751A;591390;CAUDRY;22 RUE ROGER SALENGRO;;;59540;CAUDRY;59139;FRANCE;CHANGEUR MONNAIE;1;;50.123625,3.408641
10756A;591520;COMINES BP;46 RUE PASTEUR;;;59560;COMINES;59152;FRANCE;CPT BILLET;1;;50.763044,3.007209
10757A;591530;CONDE SUR L ESCAUT;1 RUE NOTRE DAME;;;59163;CONDE SUR L ESCAUT;59153;FRANCE;DAB;1;Interne;50.449872,3.591952
10758A;591550;COUDEKERQUE BRANCHE;100 RUE HENRI GHESQUIERE;;;59210;COUDEKERQUE BRANCHE;59155;FRANCE;CPT BILLET;1;;51.01963,2.387287
10761A;591600;CRESPIN BP;291 BIS RUE DES DEPORTES;;;59154;CRESPIN;59160;FRANCE;URNE;1;;50.417862,3.660891
10763A;591630;CROIX;23 RUE DE LA GARE;;;59170;CROIX;59163;FRANCE;URNE;1;;50.674669,3.145404
10764A;591650;CUINCY BP;49 RUE SUZANNE LANOY;;;59553;CUINCY;59165;FRANCE;DAB;1;Externe;50.382777,3.047092
10764A;591650;CUINCY BP;49 RUE SUZANNE LANOY;;;59553;CUINCY;59165;FRANCE;LISA 2;1;;50.382777,3.047092
10767A;591700;DECHY BP;7 PLACE JEAN JAURES;IMMEUBLE JEAN MOULIN;;59187;DECHY;59170;FRANCE;CPT BILLET;1;;50.353192,3.125776
10768A;591720;DENAIN;BOULEVARD DU 8 MAI 1945;ESPACE VILLARS;;59220;DENAIN;59172;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;2;;50.322816,3.396212
10770A;591780;DOUAI PRINCIPAL;81 PLACE CHARLES DE GAULLE;;;59500;DOUAI;59178;FRANCE;DAB;2;Interne;50.367945,3.084883
10770A;591780;DOUAI PRINCIPAL;81 PLACE CHARLES DE GAULLE;;;59500;DOUAI;59178;FRANCE;NAB1I NABUCCO IER;1;;50.367945,3.084883
10770A;591780;DOUAI PRINCIPAL;81 PLACE CHARLES DE GAULLE;;;59500;DOUAI;59178;FRANCE;SCA1M AUTOMATE CHEQUE MONEYLINE;1;;50.367945,3.084883
10771A;591790;DOUCHY LES MINES BP;PLACE PAUL ELUARD;;;59282;DOUCHY LES MINES;59179;FRANCE;LISA 2;2;;50.300161,3.390414
10773A;591830;DUNKERQUE JEAN BART;55 RUE DU PRESIDENT POINCARE;;;59140;DUNKERQUE;59183;FRANCE;CHANGEUR MONNAIE;1;;51.035216,2.381689
10773A;591830;DUNKERQUE JEAN BART;55 RUE DU PRESIDENT POINCARE;;;59140;DUNKERQUE;59183;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;51.035216,2.381689
10773A;591830;DUNKERQUE JEAN BART;55 RUE DU PRESIDENT POINCARE;;;59140;DUNKERQUE;59183;FRANCE;NAB1I NABUCCO IER;1;;51.035216,2.381689
10773A;591830;DUNKERQUE JEAN BART;55 RUE DU PRESIDENT POINCARE;;;59140;DUNKERQUE;59183;FRANCE;URNE;1;;51.035216,2.381689
10779A;592050;ESCAUDAIN BP;27 PLACE GAMBETTA;;;59124;ESCAUDAIN;59205;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;50.334066,3.343582
02017A;130690;PELISSANNE BP;80 AVENUE DU GENERAL DE GAULLE;;;13330;PELISSANNE;13069;FRANCE;NBC1I NABANCO IER;1;;43.630758,5.154491
10779A;592050;ESCAUDAIN BP;27 PLACE GAMBETTA;;;59124;ESCAUDAIN;59205;FRANCE;URNE;1;;50.334066,3.343582
02017A;130690;PELISSANNE BP;80 AVENUE DU GENERAL DE GAULLE;;;13330;PELISSANNE;13069;FRANCE;URNE;1;;43.630758,5.154491
10786A;592200;FACHES THUMESNIL BP;37 RUE CARNOT;;;59155;FACHES THUMESNIL;59220;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;50.607202,3.065842
02018A;130700;LA PENNE SUR HUVEAUNE BP;PLACE JEAN PELLEGRIN;LA BOURGADE;LA PENNE SUR HUVEAUNE;13821;LA PENNE SUR HUVEAUNE;13070;FRANCE;NBC1I NABANCO IER;1;;43.280299,5.51618
10786A;592200;FACHES THUMESNIL BP;37 RUE CARNOT;;;59155;FACHES THUMESNIL;59220;FRANCE;URNE;1;;50.607202,3.065842
02019A;130710;LES PENNES MIRABEAU;8 AVENUE DU GENERAL LECLERC;;;13170;LES PENNES MIRABEAU;13071;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;43.410127,5.318581
10792A;592300;FERRIERE LA GRANDE BP;12 RUE VICTOR HUGO;;;59680;FERRIERE LA GRANDE;59230;FRANCE;DAB;1;Externe;50.253922,3.993887
02019A;130710;LES PENNES MIRABEAU;8 AVENUE DU GENERAL LECLERC;;;13170;LES PENNES MIRABEAU;13071;FRANCE;CPT BILLET;1;;43.410127,5.318581
10792A;592300;FERRIERE LA GRANDE BP;12 RUE VICTOR HUGO;;;59680;FERRIERE LA GRANDE;59230;FRANCE;NBC1I NABANCO IER;1;;50.253922,3.993887
02019A;130710;LES PENNES MIRABEAU;8 AVENUE DU GENERAL LECLERC;;;13170;LES PENNES MIRABEAU;13071;FRANCE;DAB;1;;43.410127,5.318581
10794A;592340;FLERS EN ESCREBIEUX BP;24 RUE ROGER SALENGRO;;;59128;FLERS EN ESCREBIEUX;59234;FRANCE;DAB;1;Interne;50.397532,3.085528
02022A;130740;PEYROLLES EN PROVENCE BP;31 AVENUE CHARLES DE GAULLE;;;13860;PEYROLLES EN PROVENCE;13074;FRANCE;DAB;1;Externe;43.646466,5.582237
10795A;592350;VILLENEUVE D ASCQ FLERS BP;2 RUE DE LA PAIX;;;59491;VILLENEUVE D ASCQ;59009;FRANCE;LISA 2;1;;50.664494,3.139569
02023A;130750;PLAN DE CUQUES BP;48 AVENUE FREDERIC CHEVILLON;;;13380;PLAN DE CUQUES;13075;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;43.346406,5.462521
10799A;592490;FOURMIES BP;14 RUE JEAN JAURES;;;59610;FOURMIES;59249;FRANCE;DAB;1;Interne;50.015489,4.048281
02023A;130750;PLAN DE CUQUES BP;48 AVENUE FREDERIC CHEVILLON;;;13380;PLAN DE CUQUES;13075;FRANCE;DAB;1;Externe;43.346406,5.462521
10801A;592510;TOURCOING GAND;155 RUE DE GAND;;;59200;TOURCOING;59599;FRANCE;DAB;2;Externe;50.730737,3.158846
02024A;130760;PLAN D ORGON BP;335 ROUTE DE CAVAILLON;;;13750;PLAN D ORGON;13076;FRANCE;CPT BILLET;1;;43.81133,5.002313
10801A;592510;TOURCOING GAND;155 RUE DE GAND;;;59200;TOURCOING;59599;FRANCE;NBC1I NABANCO IER;1;;50.730737,3.158846
02025A;130770;PORT DE BOUC;2 RUE DE LA REPUBLIQUE;;;13110;PORT DE BOUC;13077;FRANCE;DAB;2;Interne;43.406256,4.982163
10802A;592520;FRELINGHIEN BP;10 RUE AU VENT;;;59236;FRELINGHIEN;59252;FRANCE;DAB;1;Externe;50.712461,2.933209
02026A;130780;PORT ST LOUIS DU RHONE BP;22 AVENUE DU PORT;;;13230;PORT ST LOUIS DU RHONE;13078;FRANCE;CPT BILLET;1;;43.388323,4.803161
10809A;592650;GOMMEGNIES BP;RUE DE LA GARE;;;59144;GOMMEGNIES;59265;FRANCE;CPT BILLET;1;;50.267094,3.705981
02029A;130810;ROGNAC BP;1 AVENUE DE VERDUN;;;13340;ROGNAC;13081;FRANCE;CPT BILLET;2;;43.488024,5.229991
10818A;592790;HALLUIN BP;93 RUE DE LILLE;;;59250;HALLUIN;59279;FRANCE;CHANGEUR MONNAIE;1;;50.782542,3.126137
02029A;130810;ROGNAC BP;1 AVENUE DE VERDUN;;;13340;ROGNAC;13081;FRANCE;URNE;1;;43.488024,5.229991
10818A;592790;HALLUIN BP;93 RUE DE LILLE;;;59250;HALLUIN;59279;FRANCE;DAB;1;Externe;50.782542,3.126137
02042A;130960;SAINTES MARIES DE LA MER BP;2 AVENUE LEON GAMBETTA;;;13460;SAINTES MARIES DE LA MER;13096;FRANCE;NBC1I NABANCO IER;1;;43.450868,4.429615
10821A;592860;HAUBOURDIN;19 RUE SADI CARNOT;;;59320;HAUBOURDIN;59286;FRANCE;CPT BILLET;1;;50.611051,2.983347
02043A;130970;SAINT MARTIN DE CRAU BP;3 PLACE GENERAL DE GAULLE;;;13310;ST MARTIN DE CRAU;13097;FRANCE;NBC1I NABANCO IER;1;;43.637489,4.808155
10824A;592910;HAUTMONT;26 PLACE DE LA LIBERATION;;;59330;HAUTMONT;59291;FRANCE;CHANGEUR MONNAIE;1;;50.25053,3.919016
02044A;130980;SAINT MITRE LES REMPARTS BP;RUE DU CLOS;;;13920;ST MITRE LES REMPARTS;13098;FRANCE;NBC1I NABANCO IER;1;;43.452624,5.01521
10824A;592910;HAUTMONT;26 PLACE DE LA LIBERATION;;;59330;HAUTMONT;59291;FRANCE;NBC1I NABANCO IER;1;;50.25053,3.919016
02044A;130980;SAINT MITRE LES REMPARTS BP;RUE DU CLOS;;;13920;ST MITRE LES REMPARTS;13098;FRANCE;URNE;1;;43.452624,5.01521
10824A;592910;HAUTMONT;26 PLACE DE LA LIBERATION;;;59330;HAUTMONT;59291;FRANCE;URNE;1;;50.25053,3.919016
02046A;131000;SAINT REMY DE PROVENCE;5 RUE ROGER SALENGRO;;;13210;ST REMY DE PROVENCE;13100;FRANCE;CPT BILLET;1;;43.78932,4.82939
10829A;592990;HEM BP;122 BIS BOULEVARD CLEMENCEAU;;;59510;HEM;59299;FRANCE;URNE;1;;50.660724,3.184462
02048A;131020;SAINT VICTORET BP;AVENUE DE LA CASCADE;;;13730;ST VICTORET;13102;FRANCE;CPT BILLET;1;;43.420718,5.23678
10831A;593020;HERIN BP;14 RUE JEAN JAURES;;;59195;HERIN;59302;FRANCE;DAB;1;Externe;50.356534,3.452674
02049A;131030;SALON DE PROVENCE JEAN MOULIN;200 AVENUE JEAN MOULIN;;;13300;SALON DE PROVENCE;13103;FRANCE;CPT BILLET;2;;43.649217,5.094242
10837A;593140;HORNAING BP;PLACE SALVADOR ALLENDE;;;59171;HORNAING;59314;FRANCE;URNE;1;;50.365217,3.336947
02049A;131030;SALON DE PROVENCE JEAN MOULIN;200 AVENUE JEAN MOULIN;;;13300;SALON DE PROVENCE;13103;FRANCE;NAB1I NABUCCO IER;1;;43.649217,5.094242
10839A;593170;HOUPLINES BP;115 RUE VICTOR HUGO;;;59116;HOUPLINES;59317;FRANCE;CPT BILLET;1;;50.688873,2.903078
02051A;131050;SENAS BP;29 PLACE AUGUSTE JAUBERT;;;13560;SENAS;13105;FRANCE;CPT BILLET;1;;43.746327,5.076108
10846A;593270;LALLAING BP;8 RUE PASTEUR;;;59167;LALLAING;59327;FRANCE;URNE;1;;50.390098,3.165342
02052A;131060;SEPTEMES LES VALLONS BP;PLACE PIERRE DIDIER TRAMONI;;;13240;SEPTEMES LES VALLONS;13106;FRANCE;DAB;1;Interne;43.398957,5.366215
10865A;593500;LILLE REPUBLIQUE;8 PLACE DE LA REPUBLIQUE;;;59000;LILLE;59350;FRANCE;CPT BILLET;1;;50.620473,3.066376
02054A;131080;TARASCON;8 PLACE DU COLONEL BERRURIER;;;13150;TARASCON;13108;FRANCE;URNE;1;;43.802025,4.656812
10866A;593520;LINSELLES BP;RUE DE LILLE;2 RESIDENCE MASUREL;;59126;LINSELLES;59352;FRANCE;CPT BILLET;1;;50.735169,3.077351
02056A;131100;TRETS;56 AVENUE MIRABEAU;;;13530;TRETS;13110;FRANCE;DAB;1;Interne;43.448739,5.679072
10870A;593590;LOON PLAGE BP;101 RUE DE MARDYCK;;;59279;LOON PLAGE;59359;FRANCE;CPT BILLET;1;;50.99602,2.220609
02058A;131120;VELAUX BP;PLACE JEAN BAPTISTE COMTE;;;13880;VELAUX;13112;FRANCE;URNE;1;;43.522656,5.256819
10870A;593590;LOON PLAGE BP;101 RUE DE MARDYCK;;;59279;LOON PLAGE;59359;FRANCE;DAB;1;Externe;50.99602,2.220609
02059A;131130;VENELLES;39 AVENUE MAURICE PLANTIER;;;13770;VENELLES;13113;FRANCE;DAB;1;Interne;43.597849,5.484874
10871A;593600;LOOS BP;1 SQUARE EUGENE THOMAS;;;59120;LOOS;59360;FRANCE;DAB;1;Externe;50.615085,3.012229
02059A;131130;VENELLES;39 AVENUE MAURICE PLANTIER;;;13770;VENELLES;13113;FRANCE;LISA 2;1;;43.597849,5.484874
10871A;593600;LOOS BP;1 SQUARE EUGENE THOMAS;;;59120;LOOS;59360;FRANCE;LISA 2;1;;50.615085,3.012229
02059A;131130;VENELLES;39 AVENUE MAURICE PLANTIER;;;13770;VENELLES;13113;FRANCE;NAB1I NABUCCO IER;1;;43.597849,5.484874
10872A;593610;LOURCHES BP;65 RUE EMILE ZOLA;;;59156;LOURCHES;59361;FRANCE;CPT BILLET;1;;50.314412,3.353977
02062A;131170;VITROLLES LES ARCADES;ARCADES DE CITEAUX;CENTRE URBAIN;;13127;VITROLLES;13117;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;43.447301,5.250042
10875A;593670;LYS LEZ LANNOY;6 RUE HESPEL;;;59390;LYS LEZ LANNOY;59367;FRANCE;DAB;1;Externe;50.672298,3.218854
02062A;131170;VITROLLES LES ARCADES;ARCADES DE CITEAUX;CENTRE URBAIN;;13127;VITROLLES;13117;FRANCE;CPT BILLET;1;;43.447301,5.250042
10875A;593670;LYS LEZ LANNOY;6 RUE HESPEL;;;59390;LYS LEZ LANNOY;59367;FRANCE;DAB;1;Interne;50.672298,3.218854
02062A;131170;VITROLLES LES ARCADES;ARCADES DE CITEAUX;CENTRE URBAIN;;13127;VITROLLES;13117;FRANCE;SCA1M AUTOMATE CHEQUE MONEYLINE;1;;43.447301,5.250042
10881A;593780;MARCQ EN BAROEUL;60 RUE RAYMOND DERAIN;;;59700;MARCQ EN BAROEUL;59378;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;50.674027,3.09141
02064A;131190;CARNOUX EN PROVENCE BP;21 AVENUE DU MARECHAL JUIN;RESIDENCE DE L ESPLANADE;ZAC DE LA GALERIE DU PARC;13470;CARNOUX EN PROVENCE;13119;FRANCE;DAB;1;Externe;43.256328,5.566712
10884A;593840;MAROILLES BP;36 GRANDE RUE;;;59550;MAROILLES;59384;FRANCE;CPT BILLET;1;;50.133776,3.759119
02064A;131190;CARNOUX EN PROVENCE BP;21 AVENUE DU MARECHAL JUIN;RESIDENCE DE L ESPLANADE;ZAC DE LA GALERIE DU PARC;13470;CARNOUX EN PROVENCE;13119;FRANCE;DAB;1;Interne;43.256328,5.566712
10886A;593860;MARQUETTE LEZ LILLE BP;8 R DES MARTYRS DE LA RESISTANCE;;;59520;MARQUETTE LEZ LILLE;59386;FRANCE;DAB;1;Externe;50.676194,3.064118
